Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
095500,KR7095500005,미래나노텍,KOSDAQ,우량기업부,7580,2,-90,-1.17,7710,7780,7490,64351,486521210,235055792420,31009999,KSQ
003520,KR7003520004,영진약품,KOSPI,,1285,1,14,1.1,1270,1302,1260,242019,308966177,235017159335,182892731,STK
011560,KR7011560000,세보엠이씨,KOSDAQ,우량기업부,23300,1,300,1.3,23250,24050,22050,48832,1146919500,234977517600,10084872,KSQ
001460,KR7001460005,BYC,KOSPI,,37400,2,-1000,-2.6,37900,38500,37100,2839,106312250,233606010000,6246150,STK
348950,KR7348950007,제이알글로벌리츠,KOSPI,,1182,0,0,0.0,0,0,0,0,0,233298432000,197376000,STK
010955,KR7010951002,S-Oil우,KOSPI,,57900,1,1500,2.66,56400,58200,55600,26191,1499479650,232869573300,4021927,STK
044450,KR7044450005,KSS해운,KOSPI,,10070,1,20,0.2,9990,10250,9880,57324,574037670,232474811600,23085880,STK
308430,KR7308430008,셀비온,KOSDAQ,기술성장기업부,17980,2,-70,-0.39,18050,18290,17740,33196,595410605,232036412980,12905251,KSQ
461300,KR7461300006,아이스크림미디어,KOSDAQ,벤처기업부,17390,1,610,3.64,16800,17600,16630,50278,869045205,231703194870,13323933,KSQ
394800,KR7394800007,쓰리빌리언,KOSDAQ,기술성장기업부,7270,1,230,3.27,7080,7390,6860,322732,2282718630,231349960310,31822553,KSQ
115450,KR7115450009,HLB테라퓨틱스,KOSDAQ,중견기업부,2605,1,130,5.25,2475,2850,2395,1069245,2777565168,230751183945,88580109,KSQ
099440,KR7099440000,스맥,KOSDAQ,중견기업부,3380,1,35,1.05,3345,3435,3330,242858,822017431,230662671720,68243394,KSQ
082800,KR7082800004,비보존 제약,KOSDAQ,중견기업부,3795,2,-155,-3.92,3950,4050,3710,810193,3105847300,230431132470,60719666,KSQ
100120,KR7100120005,뷰웍스,KOSDAQ,우량기업부,25650,2,-200,-0.77,25900,26200,25350,19444,499263350,230116692150,8971411,KSQ
294570,KR7294570007,쿠콘,KOSDAQ,우량기업부,22750,1,400,1.79,22400,23000,22250,18119,410642975,229586903000,10091732,KSQ
000480,KR7000480004,CR홀딩스,KOSPI,,4885,1,5,0.1,4880,4915,4855,17474,85282375,229060043650,46890490,STK
494120,KR7494120009,큐리오시스,KOSDAQ,기술성장기업부,29950,1,3950,15.19,26000,31000,24500,161081,4653706650,228514965900,7629882,KSQ
190510,KR7190510008,나무가,KOSDAQ,우량기업부,16160,2,-180,-1.1,16560,16790,16140,50972,832613330,227618722720,14085317,KSQ
389020,KR7389020009,자람테크놀로지,KOSDAQ,기술성장기업부,32900,2,-700,-2.08,34000,34250,32650,43305,1434997900,227177197800,6905082,KSQ
094820,KR7094820008,일진파워,KOSDAQ,우량기업부,15050,3,0,0.0,15280,15410,14670,200431,3035392765,226934570450,15078709,KSQ
446540,KR7446540007,메가터치,KOSDAQ,중견기업부,7800,2,-100,-1.27,7900,8220,7720,115711,912610790,226817065800,29079111,KSQ
136490,KR7136490000,선진,KOSPI,,9520,2,-60,-0.63,9600,9630,9450,49155,468232750,226381830080,23779604,STK
134380,KR7134380005,미원화학,KOSPI,,10290,2,-40,-0.39,10330,10330,10110,4551,46379750,226304677200,21992680,STK
053690,KR7053690004,한미글로벌,KOSPI,,20650,2,-50,-0.24,21000,22000,20000,291383,6135876125,226273407500,10957550,STK
030210,KR7030210009,다올투자증권,KOSPI,,3705,1,10,0.27,3685,3770,3670,78814,292060460,225675647730,60911106,STK
012210,KR7012210001,삼미금속,KOSDAQ,중견기업부,10130,1,190,1.91,10150,10500,9940,70364,715459320,224805081560,22192012,KSQ
199820,KR7199820002,제일일렉트릭,KOSDAQ,우량기업부,10110,2,-10,-0.1,10190,10400,9920,228236,2310317065,224644200000,22220000,KSQ
025000,KR7025000001,KPX케미칼,KOSPI,,51300,1,600,1.18,51100,53000,50600,2881,148186800,224627771700,4378709,STK
0015G0,KR70015G0009,그린광학,KOSDAQ,기술성장기업부,19180,1,490,2.62,18950,21150,18950,177477,3545335175,224454736380,11702541,KSQ
051370,KR7051370005,인터플렉스,KOSDAQ,우량기업부,9620,1,110,1.16,9750,9950,9560,128099,1246801490,224410280640,23327472,KSQ
051905,KR7051901007,LG생활건강우,KOSPI,,107000,3,0,0.0,107000,108700,106100,10706,1147009650,224299713000,2096259,STK
054210,KR7054210000,이랜텍,KOSDAQ,우량기업부,8860,2,-100,-1.12,9090,9180,8740,137341,1219941020,224080120600,25291210,KSQ
036030,KR7036030005,케이티알파,KOSDAQ,우량기업부,4570,1,15,0.33,4550,4600,4550,5017,22952530,224018123310,49019283,KSQ
033920,KR7033920000,무학,KOSPI,,7850,1,30,0.38,7880,7920,7770,22558,176681715,223725000000,28500000,STK
028100,KR7028100006,동아지질,KOSPI,,16690,1,40,0.24,16510,16930,16510,63379,1061891880,223470788380,13389502,STK
061090,KR7061090007,세나테크놀로지,KOSDAQ,중견기업부,39900,2,-950,-2.33,41400,41500,39650,27993,1121738425,223009080000,5589200,KSQ
005710,KR7005710009,대원산업,KOSDAQ,우량기업부,11110,1,70,0.63,11080,11110,10880,6867,75358920,222617736000,20037600,KSQ
010580,KR7010580009,에스엠벡셀,KOSPI,,1999,2,-61,-2.96,2060,2085,1998,343231,691051239,222392268240,111251760,STK
009680,KR7009680000,모토닉,KOSPI,,10180,1,40,0.39,10290,10290,10010,44985,452527445,221242896920,21733094,STK
338840,KR7338840002,와이바이오로직스,KOSDAQ,기술성장기업부,14380,3,0,0.0,14380,14700,13960,72043,1027213360,220972872780,15366681,KSQ
018310,KR7018310003,삼목에스폼,KOSDAQ,우량기업부,15030,2,-490,-3.16,15680,15680,15020,21380,324977720,220941000000,14700000,KSQ
035510,KR7035510007,신세계 I&C,KOSPI,,15800,2,-330,-2.05,16400,16600,15710,84756,1357351940,220898220000,13980900,STK
007160,KR7007160005,사조산업,KOSPI,,43950,2,-450,-1.01,45050,45050,41500,2426,105871900,219750000000,5000000,STK
226320,KR7226320000,잇츠한불,KOSPI,,10020,1,200,2.04,9940,10050,9820,13006,129210380,219731736300,21929315,STK
357880,KR7357880004,SKAI,KOSDAQ,기술성장기업부,4165,1,30,0.73,4140,4475,4030,1552863,6499049338,219415098840,52680696,KSQ
084990,KR7084990001,헬릭스미스,KOSDAQ,기술성장기업부,4760,2,-145,-2.96,4905,5010,4700,238454,1145179818,219401713720,46092797,KSQ
003650,KR7003650009,미창석유,KOSPI,,126000,1,100,0.08,126000,129400,126000,1951,248804000,219198672000,1739672,STK
008490,KR7008490005,서흥,KOSPI,,18940,2,-400,-2.07,19550,19550,18800,23857,453387985,219119000220,11569113,STK
009470,KR7009470006,삼화전기,KOSPI,,33100,2,-200,-0.6,34300,34850,32850,77523,2603437450,218917442000,6613820,STK
241590,KR7241590009,화승엔터프라이즈,KOSPI,,3610,2,-90,-2.43,3695,3790,3600,32095,116687880,218727286360,60589276,STK
013890,KR7013890009,지누스,KOSPI,,9900,1,190,1.96,9890,10000,9800,18380,181684515,217065548700,21925813,STK
053300,KR7053300000,한국정보인증,KOSDAQ,우량기업부,5340,2,-110,-2.02,5460,5540,5340,71173,384592225,216756452640,40591096,KSQ
004980,KR7004980009,성신양회,KOSPI,,8840,1,290,3.39,8680,8880,8600,75693,662861040,216722085320,24516073,STK
210980,KR7210980009,SK디앤디,KOSPI,,11620,1,170,1.48,11450,11630,11310,15280,175026335,216333978840,18617382,STK
049630,KR7049630007,재영솔루텍,KOSDAQ,우량기업부,9240,2,-290,-3.04,9740,9740,9200,232481,2175238480,216026690880,23379512,KSQ
006805,KR7006801005,미래에셋증권우,KOSPI,,15310,3,0,0.0,15410,16490,15270,154101,2442004310,215499732500,14075750,STK
353810,KR7353810005,이지바이오,KOSDAQ,우량기업부,6510,2,-20,-0.31,6500,6590,6480,50892,332401375,215363299200,33081920,KSQ
068930,KR7068930007,디지털대성,KOSDAQ,우량기업부,7770,2,-90,-1.15,7860,7890,7770,16382,128165960,215037407340,27675342,KSQ
035150,KR7035150002,백산,KOSPI,,10710,2,-230,-2.1,10950,11050,10560,60078,646705190,214508887110,20028841,STK
088260,KR7088260005,이리츠코크렙,KOSPI,,3380,1,10,0.3,3370,3410,3265,1355386,4523617726,214094574200,63341590,STK
138610,KR7138610001,나이벡,KOSDAQ,기술성장기업부,18820,2,-80,-0.42,18790,19340,18430,24815,464542380,213941864260,11367793,KSQ
013120,KR7013120001,동원개발,KOSDAQ,우량기업부,2355,1,45,1.95,2440,2440,2285,69308,162126000,213853075500,90808100,KSQ
007860,KR7007860000,서연,KOSPI,,9100,1,310,3.53,9000,9580,9000,173657,1595253000,213666580400,23479844,STK
053210,KR7053210001,스카이라이프,KOSPI,,4495,1,20,0.45,4470,4590,4420,35993,159759460,213615682725,47522955,STK
001790,KR7001790005,대한제당,KOSPI,,2470,1,5,0.2,2485,2490,2440,125832,310735512,213017530050,86241915,STK
003555,KR7003551009,LG우,KOSPI,,70700,2,-1000,-1.39,71800,71900,70000,16546,1165962250,212891769300,3011199,STK
457550,KR7457550002,우진엔텍,KOSDAQ,중견기업부,22650,1,300,1.34,22400,23050,21650,108471,2422995325,211074398700,9318958,KSQ
484810,KR7484810007,티엑스알로보틱스,KOSDAQ,벤처기업부,13660,2,-430,-3.05,14300,14490,13450,52563,721936740,211059498900,15450915,KSQ
451760,KR7451760003,컨텍,KOSDAQ,기술성장기업부,12970,1,500,4.01,12610,13860,12400,319335,4220453470,210101989780,16199074,KSQ
298690,KR7298690009,에어부산,KOSPI,,1799,2,-64,-3.44,1861,1862,1799,326072,595403047,209835360000,116640000,STK
432320,KR7432320000,KB스타리츠,KOSPI,,1390,2,-23,-1.63,1414,1439,1378,1537952,2152647993,209562356150,150764285,STK
388790,KR7388790008,라이콤,KOSDAQ,벤처기업부,6830,2,-470,-6.44,7500,7690,6790,1505684,10840332985,209094712800,30614160,KSQ
001630,KR7001630003,종근당홀딩스,KOSPI,,41600,1,400,0.97,41500,41950,40800,5198,214566875,208410217600,5009861,STK
004560,KR7004560009,현대비앤지스틸,KOSPI,,13800,2,-50,-0.36,13920,14150,13630,44343,611838560,208087591800,15078811,STK
122990,KR7122990005,와이솔,KOSDAQ,중견기업부,7810,1,80,1.03,7680,7890,7630,92369,717612230,208051222610,26639081,KSQ
380540,KR7380540005,옵티코어,KOSDAQ,관리종목(소속부없음),8450,0,0,0.0,0,0,0,0,0,206658126350,24456583,KSQ
382800,KR7382800001,지앤비에스 에코,KOSDAQ,우량기업부,6460,1,170,2.7,6430,6770,6110,696108,4544600390,205628524860,31831041,KSQ
121440,KR7121440002,골프존홀딩스,KOSDAQ,우량기업부,4800,1,140,3.0,4700,4870,4650,119522,571694008,205616726400,42836818,KSQ
052330,KR7052330008,코텍,KOSDAQ,우량기업부,11550,3,0,0.0,11700,11800,11430,14417,168356760,205146352950,17761589,KSQ
039570,KR7039570007,HDC랩스,KOSPI,,7900,1,10,0.13,8000,8000,7840,15574,122683005,205065047900,25957601,STK
092070,KR7092070002,디엔에프,KOSDAQ,중견기업부,17720,2,-460,-2.53,18180,18520,17420,61376,1085095820,205053323760,11571858,KSQ
394420,KR7394420004,리센스메디컬,KOSDAQ,기술성장기업부,18750,1,450,2.46,18300,19560,17910,125024,2340026965,205030087500,10934938,KSQ
432720,KR7432720001,퀄리타스반도체,KOSDAQ,기술성장기업부,14390,1,90,0.63,15300,16820,14310,862813,13247433410,204159161080,14187572,KSQ
126730,KR7126730001,코칩,KOSDAQ,벤처기업부,23250,2,-100,-0.43,24300,24750,22500,316605,7433677825,203905429500,8770126,KSQ
126600,KR7126600006,BGF에코머티리얼즈,KOSDAQ,우량기업부,3245,1,75,2.37,3170,3255,3135,89120,284013533,203678587255,62766899,KSQ
003220,KR7003220001,대원제약,KOSPI,,9080,2,-350,-3.71,9400,9420,9050,138340,1271502295,203642453640,22427583,STK
108380,KR7108380007,대양전기공업,KOSDAQ,우량기업부,21250,1,350,1.67,20750,22200,19800,142254,3014536680,203305826250,9567333,KSQ
064550,KR7064550007,바이오니아,KOSDAQ,중견기업부,7870,2,-730,-8.49,8250,8300,7870,289472,2319167160,203126990170,25810291,KSQ
119610,KR7119610004,인터로조,KOSDAQ,우량기업부,17790,2,-410,-2.25,18390,18440,17610,53380,951702595,203050559130,11413747,KSQ
339770,KR7339770000,교촌에프앤비,KOSPI,,4060,1,20,0.5,4045,4130,3980,146593,596204741,202858224800,49965080,STK
004380,KR7004380002,삼익THK,KOSPI,,9770,2,-460,-4.5,10230,10430,9700,122832,1219981075,202239000000,20700000,STK
001130,KR7001130004,대한제분,KOSPI,,11930,2,-40,-0.33,12240,12240,11720,26269,310609660,201617000000,16900000,STK
088800,KR7088800008,에이스테크,KOSDAQ,중견기업부,2670,2,-60,-2.2,2730,2810,2660,153019,415823219,201602178780,75506434,KSQ
095570,KR7095570008,AJ네트웍스,KOSPI,,4450,2,-5,-0.11,4495,4555,4385,187841,839343678,201374777550,45252759,STK
487570,KR7487570004,HS효성,KOSPI,,54000,3,0,0.0,53800,54800,53400,6201,334072600,201200058000,3725927,STK
033530,KR7033530007,SJG세종,KOSPI,,7230,1,190,2.7,7300,7420,7060,273223,1983070390,201145548030,27820961,STK
481070,KR7481070001,에이유브랜즈,KOSDAQ,중견기업부,14030,1,510,3.77,13320,14040,13320,19418,266958415,201053407500,14330250,KSQ
102260,KR7102260007,동성케미컬,KOSPI,,3965,1,55,1.41,3990,4045,3885,193803,770589985,200904928315,50669591,STK
083310,KR7083310003,엘오티베큠,KOSDAQ,우량기업부,11280,2,-560,-4.73,11870,12010,11260,107993,1245439145,200897172240,17810033,KSQ
214180,KR7214180002,헥토이노베이션,KOSDAQ,우량기업부,15450,2,-80,-0.52,15630,16040,15420,42779,671328950,200747520150,12993367,KSQ
304100,KR7304100001,솔트룩스,KOSDAQ,기술성장기업부,15900,2,-620,-3.75,16560,16850,15810,115187,1840750420,200242294500,12593855,KSQ
484120,KR7484120001,도우인시스,KOSDAQ,중견기업부,18260,1,530,2.99,17780,18340,17610,13224,237149230,200082525720,10957422,KSQ
003547,KR7003542008,대신증권2우B,KOSPI,,20400,1,460,2.31,20050,20750,19860,38573,786413490,199987993200,9803333,STK
149950,KR7149950008,아바텍,KOSDAQ,우량기업부,14620,1,160,1.11,14720,14930,14010,226850,3290591110,199821817860,13667703,KSQ
054450,KR7054450002,텔레칩스,KOSDAQ,중견기업부,13190,2,-260,-1.93,13600,14020,13180,154216,2083905470,199752433270,15144233,KSQ
034810,KR7034810002,해성산업,KOSDAQ,중견기업부,6300,2,-10,-0.16,6310,6350,6240,9317,58554710,198954957600,31580152,KSQ
256840,KR7256840000,한국비엔씨,KOSDAQ,우량기업부,2900,2,-55,-1.86,2955,3000,2890,325568,952355895,198345169400,68394886,KSQ
024840,KR7024840001,KBI메탈,KOSDAQ,중견기업부,4750,2,-30,-0.63,4805,5080,4610,2347619,11241339461,197240990250,41524419,KSQ
036560,KR7036560001,KZ정밀,KOSDAQ,우량기업부,12510,1,100,0.81,12450,12600,12370,6106,76287420,197032500000,15750000,KSQ
123860,KR7123860009,아나패스,KOSDAQ,우량기업부,16240,3,0,0.0,16430,16680,16000,40049,649337325,196884259600,12123415,KSQ
298000,KR7298000001,효성화학,KOSPI,,51900,2,-3100,-5.64,55000,56600,46800,343677,17788143425,196794990900,3791811,STK
001780,KR7001780006,알루코,KOSPI,,2030,1,20,1.0,2020,2085,2000,865102,1764944293,196565167960,96830132,STK
036190,KR7036190007,금화피에스시,KOSDAQ,우량기업부,32700,2,-100,-0.3,32550,33350,32550,9456,311818600,196200000000,6000000,KSQ
117580,KR7117580001,대성에너지,KOSPI,,7120,1,90,1.28,7030,7180,7000,80089,568285630,195800000000,27500000,STK
418550,KR7418550000,제이오,KOSDAQ,기술성장기업부,6110,1,40,0.66,6200,6240,5940,120172,729929375,195627982030,32017673,KSQ
000140,KR7000140004,하이트진로홀딩스,KOSPI,,8400,1,20,0.24,8420,8450,8340,11839,99103680,194936826000,23206765,STK
176750,KR7176750008,듀켐바이오,KOSDAQ,기술성장기업부,6830,1,410,6.39,8000,8100,6620,147988,1054107190,194577957600,28488720,KSQ
067080,KR7067080002,대화제약,KOSDAQ,중견기업부,10450,2,-250,-2.34,10820,10850,10140,211712,2185429535,194543992500,18616650,KSQ
101360,KR7101360006,에코앤드림,KOSDAQ,벤처기업부,10910,2,-650,-5.62,11580,11600,10860,145905,1613407875,194046503740,17786114,KSQ
138360,KR7138360003,앤로보틱스,KOSDAQ,벤처기업부,2520,1,40,1.61,2485,2600,2455,532492,1343135910,194019139440,76991722,KSQ
489500,KR7489500009,엘케이켐,KOSDAQ,벤처기업부,30350,1,300,1.0,30900,30900,29325,27632,827524925,193974073300,6391238,KSQ
402490,KR7402490007,그린리소스,KOSDAQ,기술성장기업부,11380,2,-470,-3.97,12000,12190,11370,240022,2796123680,192722769460,16935217,KSQ
100250,KR7100250000,진양홀딩스,KOSPI,,3015,1,15,0.5,3000,3020,2980,82606,247885745,192658500000,63900000,STK
237880,KR7237880000,클리오,KOSDAQ,우량기업부,10640,2,-40,-0.37,10680,10780,10550,16282,172886785,192279195920,18071353,KSQ
002150,KR7002150001,도화엔지니어링,KOSPI,,5680,1,330,6.17,5370,5890,5300,216659,1230619485,191529600000,33720000,STK
016580,KR7016580003,환인제약,KOSPI,,10280,1,40,0.39,10250,10320,10120,49488,504351655,191208719600,18600070,STK
039830,KR7039830005,오로라,KOSDAQ,우량기업부,17750,2,-250,-1.39,18000,18750,17630,51702,928913190,191041297500,10762890,KSQ
192440,KR7192440006,슈피겐코리아,KOSDAQ,우량기업부,30700,3,0,0.0,30500,31000,30350,4334,132824750,190842344100,6216363,KSQ
003460,KR7003460003,유화증권,KOSPI,,3355,1,140,4.35,3215,3375,3205,193021,638834890,190236602325,56702415,STK
270660,KR7270660004,에브리봇,KOSDAQ,벤처기업부,14980,2,-1590,-9.6,16540,16600,14860,131503,2004552295,190104933340,12690583,KSQ
0088M0,KR70088M0003,메쥬,KOSDAQ,기술성장기업부,19200,1,230,1.21,18980,19770,18710,59664,1148583580,189729600000,9881750,KSQ
083930,KR7083930008,아바코,KOSDAQ,우량기업부,12890,2,-290,-2.2,13300,13300,12870,105254,1365737685,189189739610,14677249,KSQ
013580,KR7013580006,계룡건설,KOSPI,,21150,1,400,1.93,20450,21750,20400,79032,1674326675,188888683050,8930907,STK
405100,KR7405100009,큐알티,KOSDAQ,중견기업부,15370,2,-130,-0.84,15520,15980,15300,62306,970431820,188886556370,12289301,KSQ
126700,KR7126700004,하이비젼시스템,KOSDAQ,우량기업부,12640,1,330,2.68,12620,13200,12130,143787,1813810895,188868295680,14942112,KSQ
102120,KR7102120003,어보브반도체,KOSDAQ,벤처기업부,10590,2,-250,-2.31,10970,11270,10580,160808,1733557665,188298174270,17780753,KSQ
003610,KR7003610003,방림,KOSPI,,5190,1,40,0.78,5150,5190,5120,33186,171166800,187889200020,36202158,STK
066620,KR7066620006,국보디자인,KOSDAQ,우량기업부,25050,2,-50,-0.2,25100,25400,24550,5675,141499950,187875000000,7500000,KSQ
016790,KR7016790008,현대사료,KOSDAQ,관리종목(소속부없음),994,0,0,0.0,0,0,0,0,0,187340898626,188471729,KSQ
003350,KR7003350006,한국화장품제조,KOSPI,,8200,2,-70,-0.85,8280,8390,8150,51615,423574465,185812000000,22660000,STK
462860,KR7462860008,더즌,KOSDAQ,벤처기업부,2585,2,-15,-0.58,2600,2660,2505,146150,380131159,185490611955,71756523,KSQ
194480,KR7194480000,데브시스터즈,KOSDAQ,벤처기업부,15260,2,-430,-2.74,15630,15830,15140,39743,612541605,185090829000,12129150,KSQ
950140,KR8840110108,잉글우드랩,KOSDAQ,외국기업(소속부없음),9280,3,0,0.0,9440,9450,9150,7893,73111610,184373796480,19867866,KSQ
102460,KR7102460003,이연제약,KOSPI,,9910,2,-10,-0.1,9950,10100,9790,34600,342435545,184195297010,18586811,STK
402030,KR7402030001,코난테크놀로지,KOSDAQ,기술성장기업부,14680,2,-70,-0.47,15170,15240,14170,44899,647962935,183756723840,12517488,KSQ
002100,KR7002100006,경농,KOSPI,,9400,1,190,2.06,9220,9560,9190,112093,1053764915,183512205000,19522575,STK
388050,KR7388050007,지투파워,KOSDAQ,우량기업부,9790,1,700,7.7,9180,10090,9060,781143,7605903900,183165388230,18709437,KSQ
372170,KR7372170001,윤성에프앤씨,KOSDAQ,우량기업부,22950,2,-650,-2.75,23700,23800,22900,7935,183933775,183119151600,7979048,KSQ
234080,KR7234080000,JW생명과학,KOSPI,,11480,2,-50,-0.43,11590,11710,11320,41844,477728300,181780679920,15834554,STK
080160,KR7080160005,모두투어,KOSDAQ,우량기업부,9600,2,-30,-0.31,9900,9900,9560,67162,650140185,181440000000,18900000,KSQ
016450,KR7016450009,한세예스24홀딩스,KOSPI,,4530,1,25,0.55,4505,4545,4370,26582,119191137,181200000000,40000000,STK
