Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
377480,KR7377480009,마음AI,KOSDAQ,기술성장기업부,13100,2,-580,-4.24,14000,14000,13080,116002,1537744975,93144602500,7110275,KSQ
417970,KR7417970001,모델솔루션,KOSDAQ,우량기업부,14540,1,30,0.21,14660,15190,14000,50571,747874160,93008018000,6396700,KSQ
226400,KR7226400000,오스테오닉,KOSDAQ,기술성장기업부,4500,2,-75,-1.64,4560,4635,4415,153983,690122098,92977204500,20661601,KSQ
023800,KR7023800006,인지컨트롤스,KOSPI,,5880,2,-20,-0.34,6080,6090,5820,64719,380342300,92958078360,15809197,STK
100590,KR7100590009,머큐리,KOSDAQ,중견기업부,5420,2,-20,-0.37,5530,5770,5320,235409,1298499790,92896333900,17139545,KSQ
463020,KR7463020008,뉴엔AI,KOSDAQ,기술성장기업부,10460,1,1340,14.69,9100,11470,8960,638965,6770538840,92876432000,8879200,KSQ
363280,KR7363280009,티와이홀딩스,KOSPI,,2030,2,-75,-3.56,2105,2105,2015,38800,79119761,92359585990,45497333,STK
262260,KR7262260003,에이프로,KOSDAQ,우량기업부,6120,2,-80,-1.29,6200,6320,5840,241417,1473002880,92275279200,15077660,KSQ
033290,KR7033290008,로젠,KOSDAQ,우량기업부,1643,1,8,0.49,1635,1651,1631,41623,68198479,92264802543,56156301,KSQ
007110,KR7007110000,일신석재,KOSPI,,1190,1,44,3.84,1146,1207,1125,400666,471874654,92173365900,77456610,STK
265740,KR7265740001,엔에프씨,KOSDAQ,벤처기업부,5150,2,-40,-0.77,5180,5240,5060,40319,206864220,91997540000,17863600,KSQ
014440,KR7014440002,영보화학,KOSPI,,4595,2,-20,-0.43,4615,4640,4545,41589,190161725,91900000000,20000000,STK
092040,KR7092040005,아미코젠,KOSDAQ,기술성장기업부,1298,1,4,0.31,1294,1320,1267,442886,572048626,91710692326,70655387,KSQ
389140,KR7389140005,포바이포,KOSDAQ,벤처기업부,6420,2,-130,-1.98,6550,6860,6400,118673,769912360,91611698700,14269735,KSQ
418470,KR7418470001,KT밀리의서재,KOSDAQ,우량기업부,10690,2,-70,-0.65,10660,10800,10640,15400,164791480,91568284410,8565789,KSQ
302550,KR7302550009,리메드,KOSDAQ,기술성장기업부,2960,1,90,3.14,2910,3005,2860,100006,292762800,91485164000,30907150,KSQ
039980,KR7039980008,폴라리스AI,KOSDAQ,중견기업부,6350,2,-250,-3.79,6610,6800,6320,99218,640430985,91320708900,14381214,KSQ
072020,KR7072020001,중앙백신,KOSDAQ,벤처기업부,9650,2,-70,-0.72,9720,9730,9550,4787,46044490,91276329550,9458687,KSQ
298540,KR7298540006,더네이쳐홀딩스,KOSDAQ,우량기업부,6300,1,130,2.11,6120,6350,6080,20382,126235880,91264231800,14486386,KSQ
029480,KR7029480001,광무,KOSDAQ,중견기업부,1524,2,-85,-5.28,1610,1627,1516,162458,253565424,91011957168,59719132,KSQ
093920,KR7093920007,서원인텍,KOSDAQ,우량기업부,4890,3,0,0.0,4915,4915,4825,10068,48725215,90954000000,18600000,KSQ
163560,KR7163560006,동일고무벨트,KOSPI,,6530,2,-20,-0.31,6510,6710,6450,20626,134223600,90767000000,13900000,STK
013360,KR7013360003,일성건설,KOSPI,,1677,4,387,30.0,1313,1677,1285,3265837,5347240807,90599723760,54024880,STK
063170,KR7063170005,서울옥션,KOSDAQ,중견기업부,5090,1,30,0.59,4965,5150,4965,37681,190285610,90471019030,17774267,KSQ
040420,KR7040420002,정상제이엘에스,KOSDAQ,우량기업부,5770,3,0,0.0,5810,5810,5740,27129,156805220,90459475040,15677552,KSQ
014160,KR7014160006,대영포장,KOSPI,,834,2,-4,-0.48,837,854,826,348243,291183648,90401053866,108394549,STK
464490,KR7464490002,쿼드메디슨,KOSDAQ,기술성장기업부,7870,1,140,1.81,7720,8000,7620,23973,188436650,90364229310,11482113,KSQ
131370,KR7131370009,알서포트,KOSDAQ,벤처기업부,1693,1,1,0.06,1689,1705,1651,182569,305327489,90181171519,53267083,KSQ
024880,KR7024880007,케이피에프,KOSDAQ,우량기업부,4470,1,105,2.41,4365,4695,4340,157283,708946865,90127510380,20162754,KSQ
443670,KR7443670005,에스피소프트,KOSDAQ,중견기업부,3640,2,-35,-0.95,3675,3750,3550,49820,180650450,90058666880,24741392,KSQ
030960,KR7030960009,양지사,KOSDAQ,중견기업부,5630,1,60,1.08,5570,5940,5570,225692,1291894605,89967400000,15980000,KSQ
066310,KR7066310004,큐에스아이,KOSDAQ,벤처기업부,9650,2,-160,-1.63,9900,10220,9650,113042,1118343830,89471142650,9271621,KSQ
059270,KR7059270009,해성에어로보틱스,KOSDAQ,기술성장기업부,8000,1,40,0.5,8130,8140,7850,79544,631592255,89322392000,11165299,KSQ
008260,KR7008260002,NI스틸,KOSPI,,3120,2,-15,-0.48,3155,3155,3120,25610,80166945,89232365040,28600117,STK
203690,KR7203690003,아크솔루션스,KOSDAQ,관리종목(소속부없음),4425,0,0,0.0,0,0,0,0,0,89196141000,20157320,KSQ
017370,KR7017370008,우신시스템,KOSPI,,4870,1,100,2.1,4955,4955,4715,18567,90180490,89189442980,18314054,STK
023000,KR7023000003,삼원강재,KOSPI,,2240,2,-30,-1.32,2275,2275,2220,20700,46388458,89017501440,39739956,STK
033340,KR7033340001,좋은사람들,KOSDAQ,중견기업부,915,2,-95,-9.41,1000,1007,911,2127808,2003723985,88709760570,96950558,KSQ
408470,KR7408470003,한패스,KOSDAQ,중견기업부,8390,1,40,0.48,8430,8530,8230,53867,450517075,88699080000,10572000,KSQ
007815,KR7007811003,코리아써우,KOSPI,,29900,1,100,0.34,30050,30100,29500,1942,58183900,88644231000,2964690,STK
066700,KR7066700006,테라젠이텍스,KOSDAQ,중견기업부,2385,2,-30,-1.24,2415,2430,2360,58722,139828005,88608416760,37152376,KSQ
011370,KR7011370004,서한,KOSDAQ,우량기업부,873,2,-3,-0.34,876,884,868,125256,109589587,88081217145,100894865,KSQ
131400,KR7131400004,이브이첨단소재,KOSDAQ,벤처기업부,1478,1,1,0.07,1499,1510,1430,644255,946056650,88076801596,59591882,KSQ
347890,KR7347890006,엠엑스온,KOSDAQ,벤처기업부,5190,2,-10,-0.19,5320,5440,5110,233169,1222106030,88039028760,16963204,KSQ
036630,KR7036630002,세종텔레콤,KOSDAQ,우량기업부,8800,2,-700,-7.37,9640,9790,8790,53958,486784855,88000000000,10000000,KSQ
101330,KR7101330009,모베이스,KOSDAQ,중견기업부,3800,1,10,0.26,3830,3910,3730,66776,253419405,87958710200,23147029,KSQ
0007J0,KR70007J0006,인벤테라,KOSDAQ,기술성장기업부,11180,2,-100,-0.89,11120,11390,10850,18827,209436230,87938682520,7865714,KSQ
009300,KR7009300005,삼아제약,KOSDAQ,우량기업부,13800,3,0,0.0,13820,13820,13700,1249,17205190,87906000000,6370000,KSQ
063160,KR7063160006,종근당바이오,KOSPI,,16020,1,110,0.69,15920,16190,15850,3901,62372360,87885111240,5485962,STK
043610,KR7043610005,KT지니뮤직,KOSDAQ,중견기업부,1512,2,-9,-0.59,1512,1550,1485,68663,102815697,87870542256,58115438,KSQ
004840,KR7004840005,DRB동일,KOSPI,,4555,1,60,1.33,4485,4565,4485,9108,41262419,87785618020,19272364,STK
006840,KR7006840003,AK홀딩스,KOSPI,,6620,2,-170,-2.5,6800,6810,6560,12022,79981010,87698853820,13247561,STK
004890,KR7004890000,동일산업,KOSPI,,36150,2,-100,-0.28,35950,36700,35550,1673,59779900,87671522250,2425215,STK
072950,KR7072950009,빛샘전자,KOSDAQ,벤처기업부,10810,1,330,3.15,10550,11710,10500,458729,5057329045,87048714100,8052610,KSQ
348350,KR7348350000,위드텍,KOSDAQ,벤처기업부,8710,2,-300,-3.33,9010,9160,8680,17083,150118610,86913606000,9978600,KSQ
019540,KR7019540004,일지테크,KOSDAQ,우량기업부,6430,1,160,2.55,6270,6560,6270,110013,703468985,86891805000,13513500,KSQ
005740,KR7005740006,크라운해태홀딩스,KOSPI,,5850,2,-90,-1.52,5900,5950,5800,17592,103062970,86856979950,14847347,STK
412350,KR7412350001,레이저쎌,KOSDAQ,기술성장기업부,5940,2,-60,-1.0,6290,6350,5700,298928,1799409150,86727225420,14600543,KSQ
024830,KR7024830002,세원물산,KOSDAQ,관리종목(소속부없음),10370,3,0,0.0,10360,10370,10300,2737,28195650,86589500000,8350000,KSQ
007980,KR7007980006,TP,KOSPI,,1839,2,-13,-0.7,1852,1859,1820,123326,225533244,86244226650,46897350,STK
040910,KR7040910002,아이씨디,KOSDAQ,중견기업부,4740,3,0,0.0,4870,4870,4620,24851,116557697,86146063500,18174275,KSQ
053580,KR7053580007,웹케시,KOSDAQ,우량기업부,6630,2,-120,-1.78,6700,6770,6580,21872,145479880,85887910680,12954436,KSQ
004650,KR7004650008,창해에탄올,KOSDAQ,우량기업부,9340,1,60,0.65,9220,9360,9220,23783,220905210,85842865900,9190885,KSQ
002200,KR7002200004,한국수출포장,KOSPI,,2555,1,5,0.2,2555,2605,2520,69745,177345180,85592349255,33499941,STK
130580,KR7130580004,나이스디앤비,KOSDAQ,우량기업부,5550,1,30,0.54,5520,5650,5500,7446,41378010,85470000000,15400000,KSQ
000230,KR7000230003,일동홀딩스,KOSPI,,7390,1,90,1.23,7310,7400,7170,9000,65347980,85283556000,11540400,STK
055490,KR7055490007,테이팩스,KOSPI,,17800,2,-350,-1.93,18150,18150,17510,22937,406969810,84899770000,4769650,STK
139990,KR7139990006,아주스틸,KOSPI,,2190,1,50,2.34,2140,2272,2130,86054,188272836,84874356660,38755414,STK
002700,KR7002700003,신일전자,KOSPI,,1211,1,22,1.85,1189,1217,1186,402159,483642607,84827547931,70047521,STK
041930,KR7041930009,SY동아,KOSDAQ,우량기업부,5570,1,130,2.39,5500,5590,5440,38673,213312235,84664000000,15200000,KSQ
117670,KR7117670000,알파칩스,KOSDAQ,벤처기업부,12680,2,-250,-1.93,12930,13250,12520,12983,165644810,84470888560,6661742,KSQ
052420,KR7052420007,오성첨단소재,KOSDAQ,우량기업부,8660,2,-10,-0.12,8590,8730,8500,28801,246522950,84365797940,9742009,KSQ
049080,KR7049080005,기가레인,KOSDAQ,벤처기업부,993,0,0,0.0,0,0,0,0,0,84289163571,84883347,KSQ
265560,KR7265560003,영화테크,KOSDAQ,우량기업부,7870,2,-80,-1.01,7950,7960,7800,16194,127675400,84131716600,10690180,KSQ
000590,KR7000590000,CS홀딩스,KOSPI,,72800,1,100,0.14,72700,73000,72100,132,9592400,84046289600,1154482,STK
049180,KR7049180003,셀루메드,KOSDAQ,투자주의환기종목(소속부없음),1009,0,0,0.0,0,0,0,0,0,83975227728,83226192,KSQ
009190,KR7009190000,대양금속,KOSPI,,1905,3,0,0.0,1962,1962,1868,231591,439977428,83793853875,43986275,STK
183490,KR7183490002,엔지켐생명과학,KOSDAQ,관리종목(소속부없음),990,0,0,0.0,0,0,0,0,0,83793832650,84640235,KSQ
054620,KR7054620000,APS,KOSDAQ,중견기업부,4555,2,-15,-0.33,4610,4670,4345,59049,263621700,83785676655,18394221,KSQ
066590,KR7066590001,스모트로닉,KOSDAQ,중견기업부,2165,2,-10,-0.46,2175,2210,2135,45252,97534620,83737733605,38677937,KSQ
208370,KR7208370007,셀바스헬스케어,KOSDAQ,벤처기업부,3250,2,-40,-1.22,3265,3380,3240,64510,210874160,83656833000,25740564,KSQ
089230,KR7089230007,THE E&M,KOSDAQ,중견기업부,2235,1,5,0.22,2230,2400,2200,235656,535197063,83636726190,37421354,KSQ
142280,KR7142280007,녹십자엠에스,KOSDAQ,중견기업부,3485,1,30,0.87,3485,3530,3435,356847,1239704125,83511163035,23963031,KSQ
048530,KR7048530000,인트론바이오,KOSDAQ,기술성장기업부,2700,1,120,4.65,2585,2920,2560,407843,1103319075,83407746600,30891758,KSQ
054670,KR7054670005,대한뉴팜,KOSDAQ,우량기업부,5810,1,50,0.87,5770,5900,5710,18284,105785580,83402085200,14354920,KSQ
039010,KR7039010004,현대에이치티,KOSDAQ,우량기업부,9660,2,-570,-5.57,10050,10220,9660,97405,955880650,83317500000,8625000,KSQ
058630,KR7058630005,엠게임,KOSDAQ,우량기업부,4330,2,-60,-1.37,4365,4435,4290,59000,255388692,83147145420,19202574,KSQ
432470,KR7432470003,케이엔에스,KOSDAQ,벤처기업부,9470,1,70,0.74,9420,9740,9160,56435,532693100,83066635320,8771556,KSQ
002600,KR7002600005,조흥,KOSPI,,137700,3,0,0.0,137700,142100,136000,85,11850100,82620000000,600000,STK
124560,KR7124560004,태웅로직스,KOSDAQ,우량기업부,2130,2,-20,-0.93,2115,2165,2090,21803,46439210,82475327430,38720811,KSQ
079810,KR7079810008,APS이노베이션,KOSDAQ,우량기업부,3825,2,-60,-1.54,3965,3975,3815,108067,416273802,82344959550,21528094,KSQ
088390,KR7088390000,이녹스,KOSDAQ,중견기업부,8760,2,-180,-2.01,8940,8950,8700,8394,73937430,82219993440,9385844,KSQ
001260,KR7001260009,남광토건,KOSPI,,8360,1,340,4.24,8020,8820,7980,60775,509454170,82200301920,9832572,STK
234300,KR7234300002,에스트래픽,KOSDAQ,우량기업부,3020,1,15,0.5,3000,3025,2965,50808,151848645,82167495600,27207780,KSQ
170030,KR7170030001,현대공업,KOSDAQ,우량기업부,5350,1,30,0.56,5420,5440,5320,28086,150219500,82069000000,15340000,KSQ
424960,KR7424960003,스마트레이더시스템,KOSDAQ,기술성장기업부,4975,1,10,0.2,4965,5090,4940,36150,179934635,82013422250,16485110,KSQ
005870,KR7005870001,휴니드,KOSPI,,5800,1,230,4.13,5600,6190,5600,287206,1695871130,81872887000,14116015,STK
475430,KR7475430005,키스트론,KOSDAQ,중견기업부,4575,2,-5,-0.11,4605,4720,4425,118585,539215605,81655103250,17848110,KSQ
037760,KR7037760006,쎄니트,KOSDAQ,중견기업부,2410,1,10,0.42,2420,2450,2375,7914,19027865,81537339610,33832921,KSQ
001020,KR7001020007,페이퍼코리아,KOSPI,,2290,2,-230,-9.13,2650,2650,2290,33353,79220950,81516355980,35596662,STK
175250,KR7175250000,아이큐어,KOSDAQ,관리종목(소속부없음),2170,0,0,0.0,0,0,0,0,0,81501658560,37558368,KSQ
451250,KR7451250005,삐아,KOSDAQ,벤처기업부,7970,1,10,0.13,8000,8120,7910,31221,249651255,81500239690,10225877,KSQ
382480,KR7382480002,지아이텍,KOSDAQ,벤처기업부,2065,1,35,1.72,2030,2090,2005,155837,318825189,81272494100,39357140,KSQ
009180,KR7009180001,한솔로지스틱스,KOSPI,,2885,1,40,1.41,2845,2900,2790,86280,246386348,81229555125,28155825,STK
412540,KR7412540007,제일엠앤에스,KOSDAQ,관리종목(소속부없음),3935,0,0,0.0,0,0,0,0,0,81063616775,20600665,KSQ
096775,KR7096771001,SK이노베이션우,KOSPI,,64800,1,500,0.78,64300,65300,64200,1676,108120550,80898004800,1248426,STK
217190,KR7217190008,제너셈,KOSDAQ,벤처기업부,6150,1,270,4.59,6300,6920,6050,1182877,7749271830,80895630150,13153761,KSQ
026150,KR7026150003,특수건설,KOSDAQ,중견기업부,4610,1,120,2.67,4500,4700,4440,48708,223624756,80888585910,17546331,KSQ
019550,KR7019550003,SBI인베스트먼트,KOSDAQ,중견기업부,998,1,54,5.72,942,1001,938,328691,322680127,80871220426,81033287,KSQ
109070,KR7109070003,주성코퍼레이션,KOSPI,,1530,1,40,2.68,1490,1550,1462,299768,453797299,80799651900,52810230,STK
111380,KR7111380002,동인기연,KOSPI,,13170,1,10,0.08,13260,13330,12960,10038,131023530,80705760000,6128000,STK
024740,KR7024740003,한일단조,KOSDAQ,우량기업부,2450,1,145,6.29,2315,2845,2315,3421806,8949365652,80597770050,32897049,KSQ
003580,KR7003580008,HLB글로벌,KOSPI,,1590,1,90,6.0,1500,1800,1444,1131628,1782856908,80554972950,50663505,STK
054040,KR7054040001,한국컴퓨터,KOSDAQ,우량기업부,5010,1,25,0.5,4990,5050,4980,29902,149666710,80517162900,16071290,KSQ
011000,KR7011000007,진원생명과학,KOSPI,,885,2,-29,-3.17,915,922,876,1440176,1276794738,80431372695,90882907,STK
439580,KR7439580002,블루엠텍,KOSDAQ,기술성장기업부,2370,2,-30,-1.25,2400,2480,2300,143731,341060467,80216316390,33846547,KSQ
251120,KR7251120002,바이오에프디엔씨,KOSDAQ,기술성장기업부,9220,2,-160,-1.71,9380,9570,9170,12214,113616360,80174354000,8695700,KSQ
290660,KR7290660000,다이나믹솔루션,KOSDAQ,기술성장기업부,939,0,0,0.0,0,0,0,0,0,80052794238,85253242,KSQ
277880,KR7277880001,티에스아이,KOSDAQ,우량기업부,4030,2,-5,-0.12,4095,4095,4000,41490,167000255,79968144360,19843212,KSQ
010960,KR7010960003,삼호개발,KOSPI,,3315,1,65,2.0,3250,3315,3225,32876,107331120,79957800000,24120000,STK
476040,KR7476040001,오가노이드사이언스,KOSDAQ,기술성장기업부,12130,1,260,2.19,11710,12300,11620,28467,340128020,79885268800,6585760,KSQ
000105,KR7000101006,유한양행우,KOSPI,,67600,1,1400,2.11,67800,67800,65700,1234,81840600,79831544000,1180940,STK
001470,KR7001470004,삼부토건,KOSPI,,347,0,0,0.0,0,0,0,0,0,79699592928,229681824,STK
388870,KR7388870008,파로스아이바이오,KOSDAQ,기술성장기업부,6150,1,70,1.15,6090,6240,5930,40351,244279990,79617481800,12945932,KSQ
225530,KR7225530005,HC보광산업,KOSDAQ,우량기업부,2190,2,-30,-1.35,2200,2245,2120,87704,189532189,79581812130,36338727,KSQ
189330,KR7189330004,씨이랩,KOSDAQ,기술성장기업부,8480,2,-120,-1.4,8740,8860,8200,136323,1161869315,79561768320,9382284,KSQ
222160,KR7222160004,NPX,KOSDAQ,관리종목(소속부없음),8040,0,0,0.0,0,0,0,0,0,79551289560,9894439,KSQ
007590,KR7007590003,동방아그로,KOSPI,,5830,2,-10,-0.17,5850,5890,5820,2890,16877800,79390473910,13617577,STK
101670,KR7101670008,하이드로리튬,KOSDAQ,중견기업부,1398,1,3,0.22,1395,1420,1370,246539,342946056,79374507426,56777187,KSQ
413390,KR7413390006,엠오티,KOSDAQ,중견기업부,6850,2,-20,-0.29,6890,7180,6850,21333,147098915,79324233000,11580180,KSQ
253840,KR7253840003,수젠텍,KOSDAQ,중견기업부,4735,2,-90,-1.87,4825,4850,4685,197141,935745760,79279052000,16743200,KSQ
411080,KR7411080005,샌즈랩,KOSDAQ,기술성장기업부,5190,2,-50,-0.95,5350,5360,5170,27283,142767850,79239041220,15267638,KSQ
419050,KR7419050000,삼기에너지솔루션즈,KOSDAQ,중견기업부,1383,2,-28,-1.98,1420,1427,1359,183229,251890860,79102399920,57196240,KSQ
294630,KR7294630009,서남,KOSDAQ,기술성장기업부,3000,2,-50,-1.64,3100,3160,2975,121661,366552396,79098957000,26366319,KSQ
018500,KR7018500009,동원금속,KOSPI,,1690,1,86,5.36,1620,1699,1611,536852,898786872,79015836770,46754933,STK
017480,KR7017480005,삼현철강,KOSDAQ,우량기업부,5110,2,-30,-0.58,5180,5180,4995,27697,139883895,78913167900,15442890,KSQ
060590,KR7060590007,씨티씨바이오,KOSDAQ,중견기업부,3260,3,0,0.0,3265,3295,3180,56940,183951007,78830125200,24181020,KSQ
097800,KR7097800007,윈팩,KOSDAQ,중견기업부,2885,2,-120,-3.99,3250,3500,2845,2687442,8519218850,78731779825,27290045,KSQ
102370,KR7102370004,케이옥션,KOSDAQ,기술성장기업부,2890,1,15,0.52,2855,2920,2770,49153,139320090,78692416900,27229210,KSQ
036640,KR7036640001,HRS,KOSDAQ,우량기업부,4810,1,10,0.21,4805,4820,4755,14301,68736282,78666588000,16354800,KSQ
370090,KR7370090003,퓨런티어,KOSDAQ,기술성장기업부,9170,2,-290,-3.07,9460,9590,9020,24656,229093620,78466131100,8556830,KSQ
095720,KR7095720009,웅진씽크빅,KOSPI,,1380,2,-16,-1.15,1396,1417,1360,31047,42843466,78421377300,56827085,STK
067570,KR7067570002,엔브이에이치코리아,KOSDAQ,중견기업부,1858,1,38,2.09,1807,1858,1806,119918,219563413,78351860000,42170000,KSQ
084730,KR7084730001,팅크웨어,KOSDAQ,중견기업부,7050,2,-120,-1.67,7300,7300,6970,13052,92007395,78321439200,11109424,KSQ
065510,KR7065510000,휴비츠,KOSDAQ,우량기업부,7200,1,70,0.98,7170,7230,7090,11974,85819435,78320844000,10877895,KSQ
020710,KR7020710000,시공테크,KOSDAQ,우량기업부,3885,1,40,1.04,3845,3890,3800,60557,233564190,77886363450,20047970,KSQ
001560,KR7001560002,제일연마,KOSPI,,10240,2,-10,-0.1,10200,10250,10090,1749,17830805,77824000000,7600000,STK
261780,KR7261780001,아리바이오랩,KOSDAQ,기술성장기업부,2890,2,-90,-3.02,3050,3150,2820,528866,1548046862,77778558440,26912996,KSQ
011320,KR7011320009,유니크,KOSDAQ,우량기업부,4025,1,10,0.25,4015,4100,3980,21543,86537715,77765797375,19320695,KSQ
017650,KR7017650003,대림제지,KOSDAQ,우량기업부,8810,2,-40,-0.45,8850,8850,8710,2310,20241200,77395850000,8785000,KSQ
053280,KR7053280004,예스24,KOSDAQ,중견기업부,3095,1,215,7.47,2845,3150,2845,132089,402972698,77375000000,25000000,KSQ
35320K,KR735320K011,대덕전자1우,KOSPI,,36900,1,800,2.22,37900,37900,35850,13489,496727400,77324651100,2095519,STK
273640,KR7273640003,와이엠텍,KOSDAQ,벤처기업부,7050,1,130,1.88,6950,7050,6730,29768,204941285,77310300000,10966000,KSQ
084650,KR7084650001,랩지노믹스,KOSDAQ,중견기업부,1041,2,-40,-3.7,1081,1081,1005,839917,863909049,77283829590,74239990,KSQ
014970,KR7014970008,삼륭물산,KOSDAQ,중견기업부,5210,1,10,0.19,5160,5380,5150,25804,134540890,77238250000,14825000,KSQ
013870,KR7013870001,지엠비코리아,KOSPI,,4040,2,-20,-0.49,4110,4110,4000,20809,84222820,77052011200,19072280,STK
348150,KR7348150004,고바이오랩,KOSDAQ,기술성장기업부,3960,1,75,1.93,3885,4000,3850,50067,196024595,76898800440,19418889,KSQ
058400,KR7058400003,KNN,KOSDAQ,우량기업부,580,2,-2,-0.34,577,586,573,321102,186204353,76809237600,132429720,KSQ
201490,KR7201490000,미투온,KOSDAQ,중견기업부,2355,1,30,1.29,2345,2390,2300,132847,310913329,76758422550,32593810,KSQ
012700,KR7012700001,리드코프,KOSDAQ,우량기업부,2925,1,10,0.34,2955,2955,2895,21371,62403070,76619942100,26194852,KSQ
228670,KR7228670006,레이,KOSDAQ,벤처기업부,4895,1,315,6.88,4695,5150,4695,170310,831677613,76557902795,15640021,KSQ
238090,KR7238090005,앤디포스,KOSDAQ,벤처기업부,2510,2,-40,-1.57,2550,2590,2450,21780,54460335,76531004400,30490440,KSQ
067000,KR7067000000,조이시티,KOSDAQ,중견기업부,1092,2,-59,-5.13,1168,1179,1092,702125,785660615,76334563032,69903446,KSQ
069730,KR7069730000,DSR제강,KOSPI,,5300,1,10,0.19,5290,5370,5260,53032,280985620,76320000000,14400000,STK
006890,KR7006890008,태경케미컬,KOSPI,,6560,1,100,1.55,6480,6600,6430,44547,289332415,76096000000,11600000,STK
110790,KR7110790003,크리스에프앤씨,KOSDAQ,우량기업부,3240,2,-10,-0.31,3300,3300,3195,12798,41029695,75916310400,23430960,KSQ
011150,KR7011150000,CJ씨푸드,KOSPI,,2110,2,-5,-0.24,2155,2155,2100,73372,155113045,75813931030,35930773,STK
036000,KR7036000008,예림당,KOSDAQ,중견기업부,3290,1,10,0.3,3340,3345,3200,47071,154423159,75782771330,23034277,KSQ
006090,KR7006090005,사조오양,KOSPI,,8030,2,-100,-1.23,8070,8150,8000,11850,95414980,75664594170,9422739,STK
105740,KR7105740005,디케이락,KOSDAQ,우량기업부,7440,1,310,4.35,7150,7540,7090,83436,610793335,75653736720,10168513,KSQ
091120,KR7091120006,이엠텍,KOSDAQ,중견기업부,4410,1,10,0.23,4440,4470,4330,32993,144596675,75556247760,17132936,KSQ
460940,KR7460940000,피앤에스로보틱스,KOSDAQ,기술성장기업부,5610,2,-20,-0.36,5680,5830,5500,76677,428875430,75484120800,13455280,KSQ
005750,KR7005750005,대림바스,KOSPI,,4545,1,45,1.0,4530,4550,4485,8047,36370355,75411730800,16592240,STK
002720,KR7002720001,국제약품,KOSPI,,3560,1,30,0.85,3580,3600,3500,28636,101675445,75329001920,21159832,STK
037440,KR7037440005,희림,KOSDAQ,우량기업부,5410,1,90,1.69,5300,6000,5060,3253442,18305257535,75320589750,13922475,KSQ
096250,KR7096250006,와이즈넛,KOSDAQ,기술성장기업부,5740,2,-140,-2.38,5930,6290,5640,473166,2737365125,75224674560,13105344,KSQ
900260,HK0000295359,로스웰,KOSDAQ,외국기업(소속부없음),1631,2,-39,-2.34,1670,1693,1631,37849,62424805,75074450486,46029706,KSQ
006140,KR7006140008,피제이전자,KOSDAQ,우량기업부,5050,2,-10,-0.2,5060,5140,4985,33108,166797660,75068250000,14865000,KSQ
208140,KR7208140004,정다운,KOSDAQ,우량기업부,2295,1,5,0.22,2290,2305,2265,28190,64507085,75010344570,32684246,KSQ
096350,KR7096350004,대창솔루션,KOSDAQ,벤처기업부,2035,3,0,0.0,2045,2130,1970,547502,1106769569,74999440670,36854762,KSQ
171120,KR7171120009,라이온켐텍,KOSDAQ,우량기업부,2085,2,-25,-1.18,2110,2115,2060,60254,125950670,74855169600,35901760,KSQ
448710,KR7448710004,코츠테크놀로지,KOSDAQ,벤처기업부,14150,1,560,4.12,13550,15590,13550,189456,2760797890,74786881800,5285292,KSQ
126880,KR7126880004,제이엔케이글로벌,KOSDAQ,우량기업부,3220,1,105,3.37,3130,3230,3087,60314,190890424,74719787660,23204903,KSQ
083790,KR7083790006,CG인바이츠,KOSDAQ,벤처기업부,970,1,40,4.3,930,975,900,229771,214115932,74587356540,76894182,KSQ
900250,KYG2115T1076,크리스탈신소재,KOSDAQ,외국기업(소속부없음),519,0,0,0.0,0,0,0,0,0,74351942076,143260004,KSQ
085310,KR7085310001,엔케이,KOSPI,,10000,1,20,0.2,9900,10230,9860,15752,157449120,74180740000,7418074,STK
0015N0,KR70015N0000,아로마티카,KOSDAQ,벤처기업부,5830,2,-30,-0.51,5900,6000,5810,43907,257614180,74128741500,12715050,KSQ
007460,KR7007460009,에이프로젠,KOSPI,,3140,2,-100,-3.09,3295,3300,3135,151599,485400212,74088089620,23594933,STK
094860,KR7094860004,네오리진,KOSDAQ,중견기업부,1391,1,1,0.07,1390,1416,1364,142311,197664023,73876029474,53110014,KSQ
032540,KR7032540007,TJ미디어,KOSDAQ,우량기업부,3535,3,0,0.0,3535,3550,3495,975,3439430,73872354955,20897413,KSQ
302430,KR7302430004,이노메트리,KOSDAQ,벤처기업부,7510,2,-150,-1.96,7670,8270,7510,49076,380878155,73847392080,9833208,KSQ
263800,KR7263800005,데이타솔루션,KOSDAQ,중견기업부,4535,1,60,1.34,4525,4590,4405,76567,344186695,73582098300,16225380,KSQ
111710,KR7111710000,남화산업,KOSDAQ,중견기업부,3570,1,90,2.59,3500,3640,3425,2861,9993530,73499160000,20588000,KSQ
014470,KR7014470009,부방,KOSDAQ,벤처기업부,1220,1,6,0.49,1214,1241,1200,91339,110536871,73263757200,60052260,KSQ
000850,KR7000850008,화천기공,KOSPI,,33300,2,-400,-1.19,33500,33600,33050,5071,168855150,73260000000,2200000,STK
307870,KR7307870006,비투엔,KOSDAQ,벤처기업부,984,1,10,1.03,974,1019,971,122869,121044017,73110496440,74299285,KSQ
453860,KR7453860009,에이에스텍,KOSDAQ,벤처기업부,11340,2,-760,-6.28,11880,11940,11230,11833,135167500,73079756820,6444423,KSQ
